3.390078e+02	2	8.266620e-05	2759854154	2.989948e-07	1.181797e-04	1134132465	5.485414e-05	3687573659	8.254542e-09	1	
3.907540e+02	1	1.669425e-04	3680235706	3.072493e-07	1.181797e-04	911013108	5.485414e-05	1	
4.693989e+02	1	1.089831e-04	870896792	3.072493e-07	1.181797e-04	1134175585	5.485414e-05	1	
5.802500e+02	1	9.866323e-05	2759854154	3.269265e-07	1.208921e-04	2046083849	5.485414e-05	1	
9.107106e+02	1	1.282647e-04	4080189872	3.072493e-07	1.181797e-04	754869367	5.485414e-05	1	
1.149030e+03	1	1.437328e-04	2759854154	3.548583e-07	1.245451e-04	343742982	5.485414e-05	1	
1.256509e+03	1	7.214925e-05	2759854154	3.827900e-07	1.279956e-04	865537991	5.485414e-05	1	
1.482575e+03	2	5.008076e-05	3616865126	4.852007e-08	5.485414e-05	1735432893	5.485414e-05	3196256300	7.343444e-09	2	
1.516888e+03	1	1.722588e-04	2759854154	4.107218e-07	1.312694e-04	717226258	5.485414e-05	2	
1.827564e+03	1	1.620194e-04	3865200818	3.072493e-07	1.181797e-04	392861532	5.485414e-05	2	
2.850829e+03	1	8.844395e-05	2759854154	4.592419e-07	1.343876e-04	3616865126	6.594023e-05	2	
3.310749e+03	1	1.619155e-04	3865200818	3.351811e-07	1.219945e-04	2298477853	5.485414e-05	2	
3.336103e+03	1	1.664126e-04	1909946179	3.072493e-07	1.181797e-04	3121047530	5.485414e-05	2	
3.792265e+03	1	8.629838e-05	2759854154	4.871736e-07	1.394838e-04	811613008	5.485414e-05	2	
4.150488e+03	1	7.196558e-05	2759854154	5.151054e-07	1.422562e-04	4263717482	5.485414e-05	2	
4.264113e+03	1	1.130101e-04	2759854154	5.430371e-07	1.449246e-04	3498415124	5.485414e-05	2	
4.395935e+03	1	1.682643e-04	2759854154	5.709689e-07	1.474981e-04	1651612823	5.485414e-05	2	
4.626039e+03	1	1.239723e-04	2759854154	5.783123e-07	1.499849e-04	3196256300	3.514066e-05	2	
5.604051e+03	1	1.703840e-04	2759854154	6.062441e-07	1.506252e-04	2504591099	5.485414e-05	2	
