416783067	2.793176e-07	3.000000e-01	7.000000e-01	5.298612e-01	5.524042e-02	
4080189872	2.793176e-07	3.000000e-01	7.000000e-01	6.248241e-01	4.306712e-02	
2023909660	2.793176e-07	3.000000e-01	7.000000e-01	5.392837e-01	2.306198e-02	
281589673	2.793176e-07	3.000000e-01	7.000000e-01	3.228950e+00	2.964906e-02	
3160176677	2.793176e-07	3.000000e-01	7.000000e-01	2.303376e+00	5.696851e-02	
1268960050	2.793176e-07	3.000000e-01	7.000000e-01	2.807425e+00	7.328281e-02	
2798701042	2.793176e-07	3.000000e-01	7.000000e-01	2.954523e+00	4.493760e-02	
1023377729	2.793176e-07	3.000000e-01	7.000000e-01	1.072753e+00	2.779682e-02	
3680235706	2.793176e-07	3.000000e-01	7.000000e-01	1.533153e+00	2.939185e-02	
2598678774	2.793176e-07	3.000000e-01	7.000000e-01	3.602852e+00	6.952201e-02	
2265530791	2.793176e-07	3.000000e-01	7.000000e-01	2.980067e+00	6.099795e-02	
1119993136	2.793176e-07	3.000000e-01	7.000000e-01	5.289052e-01	6.178964e-03	
3266729976	2.793176e-07	3.000000e-01	7.000000e-01	2.211216e+00	5.061831e-02	
3005854249	2.793176e-07	3.000000e-01	7.000000e-01	1.940989e+00	5.811346e-02	
2759854154	2.793176e-07	3.000000e-01	7.000000e-01	3.522890e-01	6.712238e-02	
1909946179	2.793176e-07	3.000000e-01	7.000000e-01	5.275530e-01	6.119586e-02	
276262414	2.793176e-07	3.000000e-01	7.000000e-01	6.881232e-01	3.281391e-02	
3471981902	2.793176e-07	3.000000e-01	7.000000e-01	8.855695e-01	4.162985e-02	
3865200818	2.793176e-07	3.000000e-01	7.000000e-01	4.489783e-01	6.525455e-02	
1876278061	2.793176e-07	3.000000e-01	7.000000e-01	1.043427e+00	1.257146e-02	
455065046	2.793176e-07	3.000000e-01	7.000000e-01	2.866940e+00	1.611768e-02	
858471941	2.793176e-07	3.000000e-01	7.000000e-01	1.697999e+00	4.275425e-02	
4143790437	2.793176e-07	3.000000e-01	7.000000e-01	5.828820e-01	5.717091e-02	
3823986536	2.793176e-07	3.000000e-01	7.000000e-01	1.411611e+00	4.687748e-02	
870896792	2.793176e-07	3.000000e-01	7.000000e-01	7.194359e-01	6.236114e-02	
4126262021	2.793176e-07	3.000000e-01	7.000000e-01	1.680979e+00	4.804796e-02	
3020817656	2.793176e-08	3.000000e-01	7.000000e-01	1.908943e+00	3.810242e-02	
3704423751	2.793176e-08	3.000000e-01	7.000000e-01	1.525165e+00	6.164353e-02	
1206764858	2.793176e-08	3.000000e-01	7.000000e-01	1.335303e+00	4.878773e-02	
4252347608	2.793176e-08	3.000000e-01	7.000000e-01	3.845303e-01	5.167020e-02	
862710978	2.793176e-08	3.000000e-01	7.000000e-01	6.829094e-01	9.074709e-02	
2406269022	2.793176e-08	3.000000e-01	7.000000e-01	1.709079e+00	8.686207e-03	
3747246174	2.793176e-08	3.000000e-01	7.000000e-01	3.844963e-01	6.177224e-02	
3424908067	2.793176e-08	3.000000e-01	7.000000e-01	3.738703e+00	9.929301e-02	
2528553283	2.793176e-08	3.000000e-01	7.000000e-01	3.223605e+00	7.874521e-02	
3749853089	2.793176e-08	3.000000e-01	7.000000e-01	1.250218e+00	3.816983e-02	
2349140130	2.793176e-08	3.000000e-01	7.000000e-01	2.771971e+00	9.073584e-02	
2393342300	2.793176e-08	3.000000e-01	7.000000e-01	3.364557e+00	3.143001e-02	
2038493855	2.793176e-08	3.000000e-01	7.000000e-01	3.567002e-01	4.049659e-02	
3889879026	2.793176e-08	3.000000e-01	7.000000e-01	1.206672e+00	4.218005e-02	
925199572	2.793176e-08	3.000000e-01	7.000000e-01	2.247934e+00	2.167001e-02	
582973675	2.793176e-08	3.000000e-01	7.000000e-01	4.468488e-01	2.764419e-02	
1731090175	2.793176e-08	3.000000e-01	7.000000e-01	1.382118e+00	8.312425e-02	
780264402	2.793176e-08	3.000000e-01	7.000000e-01	3.625372e+00	9.863812e-02	
1661091397	2.793176e-08	3.000000e-01	7.000000e-01	7.756427e-01	3.095388e-02	
