179097684	5.712828e-07	4.582081e-01	5.691625e-02	
3921011129	2.576706e-06	7.589224e-01	3.918694e-02	
2246051850	3.031729e-06	1.275123e+00	2.104992e-02	
2799798816	3.925984e-07	2.262530e+00	4.329628e-01	
2519559028	6.591278e-07	2.318817e+00	1.797267e-01	
3071234124	2.791000e-08	2.568972e+00	6.476448e-01	
869234806	1.400000e-08	1.471528e+00	3.701692e-01	
810769555	2.791000e-08	2.968219e+00	6.206416e-02	
790319072	2.791000e-08	1.672356e+00	3.101722e-01	
1458665800	2.791000e-08	1.890656e+00	2.332964e-01	
3176785673	2.791000e-08	3.080269e+00	2.675394e-02	
251961497	2.791000e-08	3.194028e+00	4.745788e-01	
3481866093	2.791000e-08	2.450931e+00	2.880918e-01	
865537991	2.791000e-08	3.383897e+00	1.580527e-01	
2029773149	1.465050e-08	1.202208e+00	1.493065e-01	
740082705	1.465050e-08	1.526290e+00	6.271220e-02	
2795063678	1.465050e-08	1.832276e+00	1.451034e-01	
1412415798	1.457038e-08	1.795026e+00	1.942046e-01	
3913511150	1.457038e-08	1.756844e+00	2.060520e-01	
690117576	1.457038e-08	1.549769e+00	1.928389e-01	
3293059020	1.489167e-08	2.066172e+00	9.371000e-02	
2159618959	1.461142e-08	2.255711e+00	1.562504e-01	
921818415	1.449000e-08	1.834904e+00	1.590802e-01	
4212779140	1.444194e-08	1.341942e+00	2.202528e-01	
2521380987	2.006967e-08	1.635118e+00	2.781946e-01	
3294683754	1.613318e-08	1.601026e+00	1.055211e-01	
2674988631	2.423183e-08	1.071257e+00	1.862669e-01	
2883513480	1.440610e-08	2.674120e+00	6.047052e-01	
783121895	1.440610e-08	1.827583e+00	2.507094e-01	
3059144981	1.449308e-08	1.404478e+00	2.450014e-01	
3952655669	1.453303e-08	1.625739e+00	1.260711e-01	
2848685905	1.440610e-08	2.353572e+00	6.361078e-01	
1867247157	1.440610e-08	1.315494e+00	5.597105e-02	
3633199892	1.440610e-08	2.044597e+00	2.900708e-01	
283080478	1.440610e-08	1.986447e+00	7.962178e-02	
1199222225	1.449308e-08	1.502525e+00	1.627780e-01	
3755198008	1.440610e-08	1.743177e+00	2.049503e-01	
1420914473	1.400000e-08	1.880989e+00	2.552885e-01	
3012889883	3.178718e-08	2.079804e+00	4.377402e-01	
2027098952	1.408697e-08	1.130898e+00	2.728333e-01	
2597880038	1.408697e-08	1.846312e+00	2.977177e-01	
1761715697	1.408697e-08	1.658365e+00	1.240289e-01	
629078091	1.408697e-08	2.096606e+00	4.994308e-01	
3563522875	1.408697e-08	1.851589e+00	2.449361e-01	
249728555	1.408697e-08	1.826573e+00	1.180495e-01	
4285226245	1.408697e-08	1.239105e+00	9.623442e-02	
2024675612	1.408697e-08	1.847425e+00	1.929281e-01	
1292023300	1.408697e-08	1.622048e+00	3.397767e-01	
875106938	1.400000e-08	1.007700e+00	2.460310e-01	
3314075649	1.408697e-08	1.942318e+00	6.892838e-01	
3458484829	2.421175e-08	1.218335e+00	1.569145e-01	
2449448537	1.409513e-08	2.324928e+00	4.624352e-01	
3167902617	1.741000e-08	1.803165e+00	3.665345e-01	
579073438	1.400000e-08	1.480412e+00	3.927731e-01	
3468130899	1.400000e-08	1.105856e+00	5.681974e-01	
2343849308	1.400000e-08	1.503616e+00	3.107349e-01	
3528190190	1.400000e-08	1.216117e+00	1.616332e-01	
550176535	1.400000e-08	1.515463e+00	2.396148e-01	
3884987045	1.688447e-08	2.638426e+00	2.826357e-01	
