4.634423e+01	1	1444500749	5.582000e-08	770580294	
1.157289e+02	1	1075699702	3.070100e-07	1986278615	
2.281389e+02	1	3084497907	5.582000e-08	2125112500	
2.285526e+02	1	2519559028	3.070100e-07	3012070026	
2.804639e+02	1	3555679070	5.582000e-08	2542835646	
3.251466e+02	1	2246051850	3.070100e-07	953296898	
3.501801e+02	1	1134175585	5.582000e-08	632754209	
3.874894e+02	1	3921011129	3.070100e-07	3908154577	
5.269085e+02	1	1222799196	3.070100e-07	1434498202	
6.662671e+02	1	2235064901	3.070100e-07	3116505811	
7.636532e+02	1	4259593397	3.070100e-07	1156624510	
9.079174e+02	1	1222799196	3.349200e-07	2205180068	
1.194364e+03	1	858320168	5.582000e-08	387772665	
1.250276e+03	1	2235064901	3.349200e-07	1379399837	
1.355617e+03	1	3534547045	3.070100e-07	582973675	
1.408253e+03	0	941534069	2.791000e-08	2932274237	
1.420727e+03	1	1222799196	3.628300e-07	873214132	
1.451499e+03	1	3126241903	5.582000e-08	3938221642	
1.588146e+03	0	3841896594	2.791000e-08	3800234335	
1.597429e+03	1	3555679070	8.373000e-08	259930472	
1.657058e+03	1	732124878	5.582000e-08	4061687915	
1.776867e+03	1	1493201942	5.582000e-08	2835620284	
1.821850e+03	1	3121047530	5.582000e-08	2737363250	
2.073572e+03	1	315200650	5.582000e-08	838860310	
2.357480e+03	0	1425083048	2.791000e-08	2779686750	
2.794777e+03	0	1661091397	2.791000e-08	1731090175	
3.149925e+03	1	2799798816	3.070100e-07	2046083849	
3.232422e+03	1	2799798816	3.349200e-07	1327969783	
3.329384e+03	1	1222799196	3.907400e-07	405521437	
3.411918e+03	1	1222799196	4.186500e-07	3357643131	
3.616528e+03	1	3373526895	3.070100e-07	3800234335	
4.303055e+03	1	3534547045	3.349200e-07	1661091397	
4.814555e+03	1	688805295	5.582000e-08	3732071459	
5.191321e+03	1	545239233	3.070100e-07	1123501568	
5.292052e+03	1	2235064901	3.628300e-07	870323177	
5.404684e+03	1	287801793	5.582000e-08	3616865126	
5.477947e+03	1	1222799196	4.465600e-07	3775452048	
5.614309e+03	1	3004792470	3.070100e-07	3736601249	
5.628121e+03	0	2178051842	2.791000e-08	1494141940	
5.649315e+03	1	3921011129	3.349200e-07	1584276479	
5.714405e+03	1	1222799196	4.744700e-07	869234806	
6.077932e+03	1	2349140130	5.582000e-08	3749853089	
6.086459e+03	0	3708838243	2.791000e-08	3015378843	
6.491328e+03	1	1735432893	5.582000e-08	780264402	
6.935562e+03	1	2235064901	3.907400e-07	1494141940	
7.239309e+03	1	2340740170	3.070100e-07	40245973	
7.608185e+03	1	2870037616	5.582000e-08	949068759	
7.722456e+03	0	3421887303	2.791000e-08	486050091	
7.724789e+03	1	1735432893	8.373000e-08	2455496064	
8.002133e+03	1	343742982	5.582000e-08	1502094437	
8.052287e+03	1	3373526895	3.349200e-07	1631081845	
8.670750e+03	1	4259593397	3.349200e-07	2870158420	
8.769982e+03	1	3921011129	3.628300e-07	778035964	
8.844776e+03	1	3084497907	8.373000e-08	4263717482	
9.265617e+03	0	1866926464	2.791000e-08	2326007700	
9.331176e+03	1	179097684	3.070100e-07	1206764858	
9.648806e+03	1	2340740170	3.349200e-07	314650893	
9.692980e+03	1	1037584679	5.582000e-08	2408568032	
9.765010e+03	1	6723929	5.582000e-08	1321648343	
9.842519e+03	1	384163328	5.582000e-08	211811971	
1.100620e+04	1	1075699702	3.349200e-07	3129006749	
1.189984e+04	1	2859795595	5.582000e-08	4231632140	
1.248050e+04	0	3114612365	2.791000e-08	257754683	
1.385117e+04	0	3084497907	8.373000e-08	3232700421	
1.390167e+04	3	2235064901	3.907400e-07	2859795595	3687573659	1.400000e-08	3196256300	2.091000e-08	848448836	2.091000e-08	
1.396720e+04	0	315200650	5.582000e-08	290926289	
1.404266e+04	1	1735432893	1.395500e-07	3126241903	
1.409275e+04	1	2799798816	3.628300e-07	3197676583	
1.454764e+04	0	3421887303	2.791000e-08	1738899943	
1.460030e+04	0	2235064901	3.907400e-07	3196256300	
1.469526e+04	1	2246051850	3.349200e-07	3071234124	
1.475825e+04	0	2519559028	3.070100e-07	4188445920	
1.520930e+04	1	3004792470	3.349200e-07	2906924538	
1.556246e+04	1	1465560917	3.070100e-07	2451350669	
1.580566e+04	0	2263814062	2.791000e-08	3774459889	
1.623986e+04	1	2799798816	3.907400e-07	2466232951	
1.624696e+04	0	3114612365	2.791000e-08	3707189490	
1.635968e+04	0	688805295	5.582000e-08	2932274237	
1.683370e+04	1	1465560917	3.349200e-07	2480932170	
1.728104e+04	0	3373526895	3.349200e-07	3061883439	
1.740794e+04	3	1572835533	2.791000e-07	1444500749	2211003714	2.635452e-08	2916276788	1.473274e-08	3696193412	1.473274e-08	
1.761525e+04	1	343742982	7.055274e-08	2916276788	
1.839668e+04	0	1498734392	2.791000e-08	810769555	
1.877985e+04	1	545239233	3.349200e-07	2779686750	
1.904562e+04	1	1075699702	3.628300e-07	511603307	
1.932921e+04	0	2246051850	3.349200e-07	482917538	
1.941613e+04	1	3921011129	4.186500e-07	858320168	
1.978465e+04	0	561528368	2.791000e-08	2409063466	
1.988217e+04	1	1572835533	3.349200e-07	384163328	
2.056049e+04	1	3921011129	4.465600e-07	331336395	
2.111992e+04	0	287801793	5.582000e-08	3687573659	
2.118861e+04	0	1735432893	1.395500e-07	925199572	
2.171170e+04	1	1465560917	4.186500e-07	3555679070	
2.185010e+04	0	3921011129	4.465600e-07	3196256300	
2.200935e+04	0	545239233	3.349200e-07	941534069	
2.324596e+04	0	3241671100	2.791000e-08	2693713428	
2.336906e+04	1	545239233	3.628300e-07	257754683	
2.358040e+04	0	3257166052	2.791000e-08	848448836	
2.413353e+04	0	2211003714	2.635452e-08	3696193412	
2.433547e+04	0	2246051850	3.349200e-07	1481166135	
2.512536e+04	1	1035492323	5.582000e-08	2440120768	
2.563099e+04	1	1731090175	5.582000e-08	925199572	
2.660244e+04	1	3004792470	3.628300e-07	1963165541	
2.681512e+04	0	3919821980	2.791000e-08	3889879026	
2.713975e+04	0	4031050948	2.791000e-07	3279231079	
2.734506e+04	0	3921011129	4.465600e-07	2178051842	
2.771137e+04	0	3921011129	4.465600e-07	3421887303	
2.774938e+04	1	3534547045	3.907400e-07	1731090175	
2.783316e+04	0	545239233	3.628300e-07	1425083048	
2.800750e+04	1	3373526895	3.628300e-07	3061883439	
2.802322e+04	0	343742982	7.055274e-08	482917538	
2.826052e+04	1	3921011129	4.744700e-07	3421887303	
2.866008e+04	1	1222799196	5.023800e-07	3774459889	
2.922088e+04	1	2235064901	4.465600e-07	287801793	
2.975101e+04	1	3373526895	3.907400e-07	3841896594	
3.047955e+04	1	1222799196	5.302900e-07	1790255658	
3.344042e+04	1	2178051842	5.582000e-08	3621383820	
3.404166e+04	1	3921011129	4.953800e-07	3196256300	
3.446764e+04	0	2349140130	5.582000e-08	2038493855	
3.573092e+04	1	1572835533	3.628300e-07	717226258	
3.578455e+04	1	2340740170	3.628300e-07	905418128	
3.837861e+04	0	1516068388	2.791000e-08	3707189490	
3.839419e+04	1	2235064901	4.605600e-07	3687573659	
3.843008e+04	1	2178051842	8.373000e-08	3257166052	
3.936320e+04	1	2340740170	3.907400e-07	2718413753	
4.060856e+04	1	2235064901	4.884700e-07	3326748277	
4.152225e+04	1	2349140130	8.373000e-08	2038493855	
4.287405e+04	1	3921011129	5.791100e-07	2178051842	
4.368469e+04	1	1222799196	5.582000e-07	1227575429	
4.377231e+04	1	3921011129	6.628400e-07	3084497907	
4.416021e+04	1	545239233	3.907400e-07	3114612365	
4.430865e+04	1	3737780296	3.070100e-07	3490627259	
4.435458e+04	0	1498734392	2.791000e-08	4046076794	
4.448722e+04	1	1068020906	9.543279e-04	828787466	
4.661828e+04	1	3150846686	3.070100e-07	941534069	
4.724659e+04	0	3737780296	3.070100e-07	290926289	
4.726421e+04	1	2340740170	4.465600e-07	688805295	
4.759207e+04	1	545239233	4.186500e-07	2932274237	
4.791608e+04	0	6723929	5.582000e-08	3498415124	
4.854782e+04	1	3424908067	5.582000e-08	3747246174	
4.865065e+04	0	1735432893	1.395500e-07	486050091	
4.868969e+04	0	1735432893	1.395500e-07	486050091	
4.873520e+04	1	3373526895	4.186500e-07	1738899943	
4.999209e+04	0	1493201942	5.582000e-08	2308721517	
5.029884e+04	0	1222799196	5.582000e-07	102901530	
5.133680e+04	0	3534547045	3.907400e-07	3919821980	
5.139303e+04	1	3737780296	3.349200e-07	3736894086	
5.149752e+04	0	545239233	4.186500e-07	636961411	
5.348163e+04	1	1593850299	5.582000e-08	1458665800	
5.416385e+04	0	545239233	4.186500e-07	3498415124	
5.511712e+04	0	1572835533	3.628300e-07	3696193412	
5.591228e+04	3	3534547045	3.907400e-07	1134175585	15308464	1.400000e-08	1239307652	2.091000e-08	1945448119	2.091000e-08	
5.684287e+04	0	739080713	2.791000e-08	3382444416	
5.733838e+04	0	1945448119	2.091000e-08	1239307652	
5.794175e+04	1	2349140130	9.773000e-08	15308464	
5.841794e+04	1	2519559028	3.349200e-07	199935986	
5.891755e+04	1	545239233	4.465600e-07	3707189490	
6.079460e+04	1	2340740170	4.744700e-07	2308721517	
6.135925e+04	0	3534547045	3.907400e-07	1945448119	
6.342293e+04	0	3919821980	2.791000e-08	1945448119	
6.345149e+04	0	3534547045	3.907400e-07	3919821980	
6.347059e+04	0	4031050948	2.791000e-07	3279231079	
6.371248e+04	0	2519559028	3.349200e-07	3268335666	
6.409265e+04	0	3919821980	2.791000e-08	1239307652	
6.434307e+04	1	1068020906	9.543558e-04	501991070	
6.738761e+04	0	6723929	5.582000e-08	3498415124	
6.907962e+04	0	2984600922	2.791000e-07	3823443426	
6.977170e+04	0	3534547045	3.907400e-07	3919821980	
7.073076e+04	0	1945448119	2.091000e-08	1239307652	
7.182628e+04	1	545239233	4.744700e-07	245436729	
7.272923e+04	0	545239233	4.744700e-07	1481166135	
7.314875e+04	1	545239233	5.023800e-07	636961411	
7.384453e+04	3	2246051850	3.349200e-07	6723929	3396227953	1.400000e-08	3321237907	2.091000e-08	3187199216	2.091000e-08	
7.435671e+04	0	1035492323	5.582000e-08	4188445920	
7.484042e+04	1	3150846686	3.349200e-07	3498415124	
7.659771e+04	0	3241671100	2.791000e-08	197654791	
8.013881e+04	0	3737780296	3.349200e-07	1434594601	
8.083681e+04	0	3241671100	2.791000e-08	2693713428	
8.217195e+04	1	2340740170	5.023800e-07	1425083048	
8.255897e+04	1	2799798816	4.186500e-07	598947138	
8.377757e+04	1	2799798816	4.744700e-07	315200650	
8.448183e+04	1	2555962951	3.070100e-07	392861532	
8.577864e+04	1	3321237907	3.564274e-08	3696193412	
8.634759e+04	0	3228084226	2.791000e-08	2190522392	
8.814820e+04	1	3800257563	3.070100e-07	769686034	
8.867689e+04	1	2555962951	3.349200e-07	2669757562	
8.916188e+04	0	2235064901	4.884700e-07	3150420704	
8.944198e+04	0	2799798816	4.744700e-07	659524895	
9.079724e+04	0	3321237907	3.564274e-08	2211003714	
9.080323e+04	0	790319072	2.791000e-08	2263814062	
9.150883e+04	1	3800257563	3.349200e-07	3462747	
9.236416e+04	0	862710978	2.791000e-08	4252347608	
9.386338e+04	1	2349140130	1.256400e-07	3889879026	
9.434385e+04	0	2250879299	2.791000e-08	790319072	
9.690113e+04	0	3534547045	3.907400e-07	486050091	
9.742835e+04	0	3384709749	2.791000e-08	997905375	
9.757772e+04	0	486050091	2.791000e-08	1239307652	
9.778914e+04	0	1735432893	1.395500e-07	3919821980	
9.799555e+04	1	862710978	5.582000e-08	4252347608	
9.874372e+04	1	2984600922	3.070100e-07	3988949870	
